time,x_true,y_true,yaw_true,nkf_x,nkf_y,nkf_yaw,ekf_x,ekf_y,ekf_yaw,ukf_x,ukf_y,ukf_yaw,nkf_xy_error,nkf_yaw_error,ekf_xy_error,ekf_yaw_error,ukf_xy_error,ukf_yaw_error
184.191,4.17045,-1.11249,2.7853,4.17016,-1.09016,9.03911,4.22611,-1.03321,9.16164,4.15886,-1.09426,9.03534,0.0223323,0.02619,0.0968665,6.18366,0.0216006,0.029962
184.21,4.16832,-1.11208,2.7894,4.16961,-1.08994,9.03911,4.22553,-1.03305,9.16164,4.15831,-1.09404,9.03534,0.0221836,0.03029,0.0975642,6.18776,0.0206348,0.034062
184.23,4.16705,-1.11145,2.7896,4.16882,-1.08961,9.03911,4.2247,-1.03283,9.16164,4.15752,-1.09371,9.03534,0.0219123,0.03049,0.0975,6.18796,0.020138,0.034262
184.238,4.16665,-1.11106,2.7902,4.16858,-1.08951,9.03911,4.22445,-1.03276,9.16164,4.15727,-1.09361,9.03534,0.0216336,0.03109,0.0973212,6.18856,0.0198111,0.034862
184.251,4.16645,-1.11066,2.7913,4.1683,-1.0894,9.03911,4.22416,-1.03268,9.16164,4.157,-1.0935,9.03534,0.0213372,0.03219,0.0970083,6.18966,0.0195917,0.035962
184.261,4.16638,-1.1103,2.7926,4.16739,-1.08903,9.03911,4.22321,-1.03243,9.16164,4.15609,-1.09313,9.03534,0.0212918,0.03349,0.0964034,6.19096,0.0200222,0.037262
184.285,4.16633,-1.11002,2.7937,4.1673,-1.08899,9.03911,4.22311,-1.0324,9.16164,4.156,-1.09309,9.03534,0.0210452,0.03459,0.0961712,6.19206,0.0198327,0.038362
184.288,4.16624,-1.10983,2.7943,4.16723,-1.08897,9.03911,4.22305,-1.03238,9.16164,4.15594,-1.09306,9.03534,0.0208797,0.03519,0.0960456,6.19266,0.0196754,0.038962
184.291,4.16611,-1.10975,2.7944,4.16717,-1.08895,9.03911,4.22298,-1.03237,9.16164,4.15587,-1.09304,9.03534,0.0208347,0.03529,0.096036,6.19276,0.0196018,0.039062
184.292,4.16599,-1.10979,2.7941,4.16687,-1.08882,9.03911,4.22267,-1.03228,9.16164,4.15557,-1.09291,9.03534,0.0209868,0.03499,0.0960221,6.19246,0.0198321,0.038762
184.302,4.16587,-1.10994,2.7934,4.16681,-1.0888,9.03911,4.2226,-1.03226,9.16164,4.15551,-1.09289,9.03534,0.0211592,0.03429,0.0961846,6.19176,0.0199482,0.038062
184.312,4.16576,-1.11014,2.7925,4.16595,-1.08845,9.03911,4.22171,-1.03202,9.16164,4.15466,-1.09254,9.03534,0.0216943,0.03339,0.0960884,6.19086,0.020815,0.037162
184.332,4.16566,-1.11036,2.7915,4.16586,-1.08841,9.03911,4.22161,-1.032,9.16164,4.15457,-1.0925,9.03534,0.0219434,0.03239,0.0962832,6.18986,0.0210227,0.036162
184.335,4.16558,-1.11051,2.7907,4.16574,-1.08836,9.03911,4.22149,-1.03196,9.16164,4.15444,-1.09245,9.03534,0.0221431,0.03159,0.0964059,6.18906,0.0212155,0.035362
184.343,4.16553,-1.11056,2.7902,4.16534,-1.0882,9.03911,4.22107,-1.03185,9.16164,4.15405,-1.09229,9.03534,0.0223611,0.03109,0.0963375,6.18856,0.0215799,0.034862
184.352,4.16546,-1.11052,2.7898,4.16528,-1.08818,9.03911,4.22101,-1.03183,9.16164,4.15399,-1.09226,9.03534,0.0223442,0.03069,0.0963213,6.18816,0.0215608,0.034462
184.364,4.16535,-1.11041,2.7895,4.16452,-1.08787,9.03911,4.22021,-1.03162,9.16164,4.15323,-1.09195,9.03534,0.0225559,0.03039,0.0960058,6.18786,0.0220857,0.034162
184.379,4.1652,-1.11023,2.7894,4.16446,-1.08784,9.03911,4.22015,-1.0316,9.16164,4.15317,-1.09193,9.03534,0.0223998,0.03029,0.0959251,6.18776,0.0219075,0.034062
184.381,4.16499,-1.11002,2.7894,4.16409,-1.0877,9.03911,4.21977,-1.0315,9.16164,4.1528,-1.09178,9.03534,0.0223404,0.03029,0.0957384,6.18776,0.0219377,0.034062
184.394,4.1647,-1.10979,2.7893,4.164,-1.08766,9.03911,4.21967,-1.03147,9.16164,4.15271,-1.09174,9.03534,0.0221461,0.03019,0.095685,6.18766,0.0216738,0.033962
184.415,4.16435,-1.10958,2.7891,4.1631,-1.08729,9.03911,4.21872,-1.03122,9.16164,4.15181,-1.09137,9.03534,0.0223189,0.02999,0.0953761,6.18746,0.0221077,0.033762
184.426,4.16393,-1.10937,2.7888,4.16304,-1.08727,9.03911,4.21866,-1.0312,9.16164,4.15175,-1.09134,9.03534,0.0221177,0.02969,0.0954221,6.18716,0.0217539,0.033462
184.435,4.163,-1.10902,2.7882,4.16266,-1.08711,9.03911,4.21826,-1.03109,9.16164,4.15136,-1.09119,9.03534,0.0219073,0.02909,0.0955269,6.18656,0.021291,0.032862
184.456,4.16256,-1.10887,2.7881,4.16165,-1.0867,9.03911,4.21721,-1.03081,9.16164,4.15036,-1.09078,9.03534,0.0221838,0.02899,0.0952906,6.18646,0.0218187,0.032762
184.475,4.16214,-1.10876,2.7881,4.16159,-1.08668,9.03911,4.21715,-1.03079,9.16164,4.1503,-1.09075,9.03534,0.0220822,0.02899,0.0954115,6.18646,0.0215489,0.032762
184.477,4.16177,-1.10868,2.788,4.16153,-1.08666,9.03911,4.21709,-1.03078,9.16164,4.15024,-1.09073,9.03534,0.022025,0.02889,0.0955461,6.18636,0.0213321,0.032662
184.479,4.1614,-1.10862,2.7879,4.16148,-1.08663,9.03911,4.21703,-1.03076,9.16164,4.15018,-1.0907,9.03534,0.0219922,0.02879,0.0956936,6.18626,0.0211385,0.032562
184.496,4.16104,-1.10857,2.7878,4.16053,-1.08625,9.03911,4.21604,-1.03049,9.16164,4.14924,-1.09032,9.03534,0.022329,0.02869,0.0955012,6.18616,0.0217368,0.032462
184.513,4.16069,-1.1085,2.7876,4.16044,-1.08621,9.03911,4.21594,-1.03047,9.16164,4.14915,-1.09028,9.03534,0.0222913,0.02849,0.0956137,6.18596,0.0215679,0.032262
184.517,4.16035,-1.10842,2.7874,4.16032,-1.08616,9.03911,4.21582,-1.03044,9.16164,4.14903,-1.09023,9.03534,0.0222536,0.02829,0.0956999,6.18576,0.0214172,0.032062
184.52,4.16003,-1.10831,2.7873,4.16026,-1.08614,9.03911,4.21576,-1.03042,9.16164,4.14898,-1.09021,9.03534,0.0221711,0.02819,0.0957725,6.18566,0.0212122,0.031962
184.527,4.15975,-1.10818,2.7875,4.15988,-1.08598,9.03911,4.21536,-1.03031,9.16164,4.14859,-1.09005,9.03534,0.0221974,0.02839,0.0956849,6.18586,0.0212907,0.032162
184.535,4.15948,-1.10804,2.7881,4.15982,-1.08596,9.03911,4.21529,-1.0303,9.16164,4.14853,-1.09003,9.03534,0.0220827,0.02899,0.0957051,6.18646,0.021081,0.032762
184.578,4.15828,-1.10727,2.7926,4.15852,-1.08543,9.03911,4.21394,-1.02993,9.16164,4.14724,-1.08949,9.03534,0.0218361,0.03349,0.0952806,6.19096,0.0209281,0.037262
184.599,4.15796,-1.10708,2.794,4.15752,-1.08503,9.03911,4.21288,-1.02965,9.16164,4.14623,-1.08908,9.03534,0.0220587,0.03489,0.0949381,6.19236,0.0214783,0.038662
184.615,4.15762,-1.10692,2.7954,4.15746,-1.085,9.03911,4.21282,-1.02963,9.16164,4.14618,-1.08906,9.03534,0.0219225,0.03629,0.0949858,6.19376,0.0212146,0.040062
184.617,4.15727,-1.10681,2.7964,4.15722,-1.08491,9.03911,4.21258,-1.02956,9.16164,4.14594,-1.08896,9.03534,0.0219087,0.03729,0.0950068,6.19476,0.0211466,0.041062
184.625,4.15693,-1.10676,2.7971,4.15716,-1.08488,9.03911,4.21251,-1.02955,9.16164,4.14588,-1.08894,9.03534,0.0218836,0.03799,0.0951434,6.19546,0.0209736,0.041762
184.639,4.15661,-1.10676,2.7974,4.15655,-1.08463,9.03911,4.21187,-1.02937,9.16164,4.14526,-1.08868,9.03534,0.0221293,0.03829,0.0950924,6.19576,0.021341,0.042062
184.648,4.15631,-1.10677,2.7977,4.15619,-1.08449,9.03911,4.21149,-1.02927,9.16164,4.14491,-1.08854,9.03534,0.0222858,0.03859,0.0951385,6.19606,0.0215069,0.042362
184.66,4.15606,-1.10678,2.7979,4.15595,-1.08439,9.03911,4.21125,-1.0292,9.16164,4.14467,-1.08844,9.03534,0.0223902,0.03879,0.0952029,6.19626,0.0215874,0.042562
184.67,4.15567,-1.10674,2.7985,4.15587,-1.08435,9.03911,4.21115,-1.02918,9.16164,4.14458,-1.0884,9.03534,0.0223822,0.03939,0.0953591,6.19686,0.0214233,0.043162
184.68,4.15551,-1.10668,2.7986,4.15513,-1.08406,9.03911,4.21038,-1.02897,9.16164,4.14385,-1.0881,9.03534,0.0226285,0.03949,0.0951283,6.19696,0.021936,0.043262
184.696,4.15534,-1.10661,2.7982,4.15507,-1.08403,9.03911,4.21032,-1.02896,9.16164,4.14379,-1.08808,9.03534,0.0225831,0.03909,0.0951505,6.19656,0.0218389,0.042862
184.698,4.15515,-1.10654,2.7973,4.15501,-1.08401,9.03911,4.21026,-1.02894,9.16164,4.14373,-1.08805,9.03534,0.0225321,0.03819,0.0951795,6.19566,0.0217264,0.041962
184.711,4.15495,-1.10646,2.7961,4.15463,-1.08385,9.03911,4.20986,-1.02883,9.16164,4.14335,-1.0879,9.03534,0.022608,0.03699,0.0950818,6.19446,0.0218895,0.040762
184.713,4.15475,-1.10637,2.7948,4.15457,-1.08383,9.03911,4.20979,-1.02881,9.16164,4.14329,-1.08787,9.03534,0.0225396,0.03569,0.0951009,6.19316,0.0217587,0.039462
184.731,4.15455,-1.10625,2.7935,4.15359,-1.08343,9.03911,4.20878,-1.02854,9.16164,4.14232,-1.08747,9.03534,0.0228416,0.03439,0.0947657,6.19186,0.0224111,0.038162
184.748,4.15433,-1.10611,2.7924,4.15351,-1.0834,9.03911,4.20868,-1.02851,9.16164,4.14223,-1.08744,9.03534,0.0227306,0.03329,0.0947415,6.19076,0.0222521,0.037062
184.751,4.15408,-1.10593,2.7917,4.15345,-1.08337,9.03911,4.20862,-1.0285,9.16164,4.14217,-1.08741,9.03534,0.0225696,0.03259,0.094714,6.19006,0.0220208,0.036362
184.762,4.15381,-1.10573,2.7914,4.15309,-1.08323,9.03911,4.20825,-1.0284,9.16164,4.14182,-1.08727,9.03534,0.0225091,0.03229,0.0945728,6.18976,0.0220106,0.036062
184.765,4.15348,-1.10552,2.791,4.15303,-1.08321,9.03911,4.20819,-1.02838,9.16164,4.14176,-1.08724,9.03534,0.0223183,0.03189,0.0945675,6.18936,0.0217128,0.035662
184.772,4.15312,-1.10532,2.7906,4.15262,-1.08304,9.03911,4.20776,-1.02826,9.16164,4.14134,-1.08708,9.03534,0.0222833,0.03149,0.0944554,6.18896,0.0217111,0.035262
184.793,4.15273,-1.10513,2.7899,4.15162,-1.08263,9.03911,4.20671,-1.02798,9.16164,4.14034,-1.08666,9.03534,0.0225282,0.03079,0.0941588,6.18826,0.0222343,0.034562
184.815,4.15228,-1.10497,2.7892,4.15153,-1.08259,9.03911,4.20661,-1.02796,9.16164,4.14026,-1.08663,9.03534,0.0223887,0.03009,0.0942497,6.18756,0.0219338,0.033862
184.833,4.15085,-1.1046,2.7875,4.15106,-1.0824,9.03911,4.20612,-1.02782,9.16164,4.13978,-1.08643,9.03534,0.0221981,0.02839,0.0946003,6.18586,0.0212707,0.032162
184.834,4.15042,-1.10449,2.7875,4.15094,-1.08236,9.03911,4.20599,-1.02779,9.16164,4.13967,-1.08639,9.03534,0.0221377,0.02839,0.0947162,6.18586,0.0210524,0.032162
184.864,4.14966,-1.10425,2.7887,4.15006,-1.082,9.03911,4.20507,-1.02754,9.16164,4.13878,-1.08602,9.03534,0.0222572,0.02959,0.094627,6.18706,0.0212248,0.033362
184.868,4.14933,-1.10411,2.7899,4.15,-1.08197,9.03911,4.20501,-1.02752,9.16164,4.13872,-1.086,9.03534,0.0221446,0.03079,0.0946823,6.18826,0.0209841,0.034562
184.885,4.14902,-1.10394,2.7912,4.14917,-1.08164,9.03911,4.20414,-1.02729,9.16164,4.1379,-1.08566,9.03534,0.0223037,0.03209,0.0944102,6.18956,0.0213959,0.035862
184.898,4.14871,-1.10375,2.7928,4.14911,-1.08161,9.03911,4.20408,-1.02727,9.16164,4.13784,-1.08564,9.03534,0.0221378,0.03369,0.0944108,6.19116,0.0211231,0.037462
184.9,4.14839,-1.10355,2.7943,4.14905,-1.08159,9.03911,4.20402,-1.02726,9.16164,4.13778,-1.08561,9.03534,0.0219672,0.03519,0.0944147,6.19266,0.0208365,0.038962
184.915,4.14763,-1.10311,2.797,4.14858,-1.0814,9.03911,4.20352,-1.02712,9.16164,4.13731,-1.08542,9.03534,0.0217286,0.03789,0.0943245,6.19536,0.0204753,0.041662
184.948,4.1472,-1.1029,2.7981,4.14933,-1.08298,9.08259,4.20296,-1.02593,9.15991,4.13783,-1.08713,9.08107,0.0200254,6.27551,0.0950391,6.19819,0.0183418,6.27703
184.95,4.14678,-1.10272,2.799,4.14924,-1.08295,9.08259,4.20287,-1.02591,9.15991,4.13774,-1.0871,9.08107,0.0199179,6.27641,0.095109,6.19909,0.0180473,6.27793
184.953,4.14637,-1.10258,2.7994,4.14918,-1.08293,9.08259,4.20281,-1.02589,9.15991,4.13767,-1.08708,9.08107,0.0198524,6.27681,0.0952205,6.19949,0.0177756,6.27833
184.956,4.14598,-1.1025,2.7995,4.14906,-1.08289,9.08259,4.20268,-1.02586,9.15991,4.13755,-1.08704,9.08107,0.0198521,6.27691,0.0953385,6.19959,0.0176097,6.27843
184.966,4.14563,-1.10247,2.7994,4.14863,-1.08274,9.08259,4.20225,-1.02574,9.15991,4.13713,-1.08689,9.08107,0.0199587,6.27681,0.09536,6.19949,0.0177473,6.27833
184.973,4.14533,-1.10248,2.7991,4.14854,-1.08271,9.08259,4.20216,-1.02572,9.15991,4.13704,-1.08685,9.08107,0.0200385,6.27651,0.0955165,6.19919,0.0176894,6.27803
184.987,4.14508,-1.10253,2.7988,4.14764,-1.08238,9.08259,4.20123,-1.02546,9.15991,4.13614,-1.08653,9.08107,0.0203125,6.27621,0.0953569,6.19889,0.0183315,6.27773
185.006,4.14487,-1.1026,2.7982,4.1474,-1.0823,9.08259,4.20099,-1.0254,9.15991,4.1359,-1.08644,9.08107,0.0204559,6.27561,0.095438,6.19829,0.0184789,6.27713
185.014,4.1447,-1.10265,2.7975,4.14728,-1.08225,9.08259,4.20086,-1.02536,9.15991,4.13578,-1.0864,9.08107,0.020558,6.27491,0.0955382,6.19759,0.0185369,6.27643
185.018,4.14455,-1.10268,2.7966,4.14722,-1.08223,9.08259,4.2008,-1.02535,9.15991,4.13572,-1.08638,9.08107,0.0206201,6.27401,0.0956287,6.19669,0.0185374,6.27553
185.038,4.1444,-1.10266,2.7956,4.14625,-1.08189,9.08259,4.19981,-1.02508,9.15991,4.13475,-1.08603,9.08107,0.0208569,6.27301,0.0953389,6.19569,0.0192274,6.27453
185.052,4.14426,-1.10259,2.7947,4.14619,-1.08187,9.08259,4.19975,-1.02506,9.15991,4.13469,-1.08601,9.08107,0.020812,6.27211,0.0953377,6.19479,0.0191425,6.27363
185.054,4.14411,-1.10245,2.7941,4.14604,-1.08181,9.08259,4.1996,-1.02502,9.15991,4.13454,-1.08596,9.08107,0.020722,6.27151,0.0952538,6.19419,0.0190628,6.27303
185.059,4.14393,-1.10224,2.7936,4.14595,-1.08178,9.08259,4.1995,-1.025,9.15991,4.13445,-1.08593,9.08107,0.0205586,6.27101,0.09516,6.19369,0.0188669,6.27253
185.062,4.14372,-1.102,2.7932,4.14568,-1.08169,9.08259,4.19923,-1.02492,9.15991,4.13418,-1.08583,9.08107,0.0204098,6.27061,0.0949881,6.19329,0.0187724,6.27213
185.071,4.14348,-1.10176,2.7928,4.14559,-1.08165,9.08259,4.19913,-1.02489,9.15991,4.13409,-1.0858,9.08107,0.0202173,6.27021,0.0948988,6.19289,0.0185177,6.27173
185.119,4.1425,-1.10119,2.7918,4.14385,-1.08103,9.08259,4.19734,-1.02441,9.15991,4.13235,-1.08517,9.08107,0.0201987,6.26921,0.0943527,6.19189,0.0189595,6.27073
185.132,4.14206,-1.10106,2.7915,4.14376,-1.081,9.08259,4.19725,-1.02438,9.15991,4.13226,-1.08514,9.08107,0.0201359,6.26891,0.0944759,6.19159,0.0186994,6.27043
185.14,4.14158,-1.10096,2.7913,4.14348,-1.0809,9.08259,4.19697,-1.02431,9.15991,4.13199,-1.08504,9.08107,0.0201507,6.26871,0.0945759,6.19139,0.0185852,6.27023
185.144,4.14106,-1.10088,2.791,4.1433,-1.08084,9.08259,4.19679,-1.02426,9.15991,4.1318,-1.08498,9.08107,0.0201661,6.26841,0.0947404,6.19109,0.0184012,6.26993
185.15,4.14057,-1.1008,2.7907,4.14315,-1.08079,9.08259,4.19663,-1.02422,9.15991,4.13165,-1.08493,9.08107,0.0201787,6.26811,0.0949104,6.19079,0.0182027,6.26963
185.155,4.14009,-1.1007,2.7906,4.14306,-1.08075,9.08259,4.19654,-1.02419,9.15991,4.13156,-1.08489,9.08107,0.0201682,6.26801,0.0950797,6.19069,0.017961,6.26953
185.18,4.13964,-1.10061,2.7908,4.14376,-1.08169,9.07861,4.19599,-1.02297,9.15809,4.13217,-1.08595,9.07616,0.0193616,6.27219,0.0959294,6.19271,0.0164523,6.27464
185.191,4.13924,-1.10049,2.7916,4.1437,-1.08167,9.07861,4.19593,-1.02296,9.15809,4.13212,-1.08593,9.07616,0.0193477,6.27299,0.096055,6.19351,0.016212,6.27544
185.193,4.13886,-1.10035,2.7927,4.14364,-1.08165,9.07861,4.19587,-1.02294,9.15809,4.13206,-1.08591,9.07616,0.019306,6.27409,0.0961402,6.19461,0.015966,6.27654
185.195,4.13851,-1.10018,2.7941,4.14355,-1.08161,9.07861,4.19579,-1.02292,9.15809,4.13197,-1.08587,9.07616,0.0192372,6.27549,0.0961755,6.19601,0.01573,6.27794
185.211,4.13817,-1.09999,2.7952,4.14312,-1.08146,9.07861,4.19534,-1.02279,9.15809,4.13153,-1.08572,9.07616,0.0191812,6.27659,0.0960564,6.19711,0.0157437,6.27904
185.221,4.13784,-1.09979,2.7962,4.14242,-1.0812,9.07861,4.19462,-1.0226,9.15809,4.13083,-1.08546,9.07616,0.0191463,6.27759,0.095831,6.19811,0.0159523,4.13763e-05
185.237,4.1375,-1.09961,2.7969,4.14236,-1.08118,9.07861,4.19456,-1.02258,9.15809,4.13078,-1.08544,9.07616,0.0190538,6.27829,0.0958572,6.19881,0.0156825,0.000741376
185.239,4.13717,-1.09944,2.7975,4.1423,-1.08116,9.07861,4.1945,-1.02256,9.15809,4.13072,-1.08542,9.07616,0.0189852,6.27889,0.0958982,6.19941,0.0154364,0.00134138
185.252,4.13684,-1.09931,2.798,4.14192,-1.08103,9.07861,4.19411,-1.02246,9.15809,4.13034,-1.08528,9.07616,0.0189763,6.27939,0.0958437,6.19991,0.0154587,0.00184138
185.254,4.1365,-1.09921,2.7983,4.14183,-1.08099,9.07861,4.19402,-1.02243,9.15809,4.13025,-1.08525,9.07616,0.0189852,6.27969,0.0959383,6.20021,0.0152957,0.00214138
185.272,4.13615,-1.09915,2.7983,4.14093,-1.08067,9.07861,4.19309,-1.02218,9.15809,4.12935,-1.08492,9.07616,0.0190861,6.27969,0.0957388,6.20021,0.0157684,0.00214138
185.288,4.13583,-1.09909,2.7981,4.14087,-1.08065,9.07861,4.19303,-1.02216,9.15809,4.12929,-1.0849,9.07616,0.0191181,6.27949,0.095864,6.20001,0.0156185,0.00194138
185.29,4.13552,-1.09902,2.7976,4.14081,-1.08063,9.07861,4.19297,-1.02215,9.15809,4.12923,-1.08488,9.07616,0.0191452,6.27899,0.0959741,6.19951,0.015479,0.00144138
185.293,4.13524,-1.09896,2.7971,4.14052,-1.08052,9.07861,4.19268,-1.02207,9.15809,4.12894,-1.08477,9.07616,0.0191762,6.27849,0.0959704,6.19901,0.0155202,0.000941376
185.303,4.135,-1.09888,2.7966,4.14046,-1.0805,9.07861,4.19262,-1.02205,9.15809,4.12888,-1.08475,9.07616,0.019173,6.27799,0.0960319,6.19851,0.0153915,0.000441376
185.323,4.13478,-1.09878,2.7963,4.13962,-1.0802,9.07861,4.19175,-1.02181,9.15809,4.12804,-1.08445,9.07616,0.0192042,6.27769,0.0957567,6.19821,0.0158381,0.000141376
185.333,4.13457,-1.09867,2.7962,4.13956,-1.08017,9.07861,4.19169,-1.0218,9.15809,4.12798,-1.08442,9.07616,0.0191575,6.27759,0.0957692,6.19811,0.0156974,4.13763e-05
185.335,4.13439,-1.09856,2.7961,4.1395,-1.08015,9.07861,4.19163,-1.02178,9.15809,4.12792,-1.0844,9.07616,0.0191036,6.27749,0.0957675,6.19801,0.0155624,6.27994
185.344,4.13421,-1.09844,2.796,4.13912,-1.08002,9.07861,4.19124,-1.02167,9.15809,4.12755,-1.08427,9.07616,0.0190675,6.27739,0.0956299,6.19791,0.0156654,6.27984
185.374,4.13404,-1.09832,2.7959,4.13828,-1.07971,9.07861,4.19037,-1.02144,9.15809,4.1267,-1.08396,9.07616,0.0190836,6.27729,0.095311,6.19781,0.0161253,6.27974
185.379,4.13385,-1.0982,2.7958,4.13822,-1.07969,9.07861,4.19031,-1.02142,9.15809,4.12664,-1.08394,9.07616,0.0190221,6.27719,0.0953069,6.19771,0.0159851,6.27964
185.381,4.13366,-1.0981,2.7956,4.13816,-1.07967,9.07861,4.19025,-1.0214,9.15809,4.12659,-1.08392,9.07616,0.0189689,6.27699,0.0953118,6.19751,0.0158474,6.27944
185.385,4.13345,-1.098,2.7954,4.13781,-1.07954,9.07861,4.18989,-1.02131,9.15809,4.12624,-1.08379,9.07616,0.0189696,6.27679,0.0952292,6.19731,0.0159401,6.27924
185.395,4.13322,-1.09793,2.7953,4.13776,-1.07952,9.07861,4.18983,-1.02129,9.15809,4.12618,-1.08377,9.07616,0.0189591,6.27669,0.0952823,6.19721,0.0158198,6.27914
185.415,4.13297,-1.09787,2.795,4.13685,-1.0792,9.07861,4.18891,-1.02104,9.15809,4.12528,-1.08344,9.07616,0.0190725,6.27639,0.0950376,6.19691,0.0163544,6.27884
185.428,4.1327,-1.09781,2.7948,4.13679,-1.07918,9.07861,4.18885,-1.02102,9.15809,4.12522,-1.08342,9.07616,0.0190752,6.27619,0.0951227,6.19671,0.016219,6.27864
185.43,4.13243,-1.09773,2.7947,4.13674,-1.07916,9.07861,4.18879,-1.021,9.15809,4.12516,-1.0834,9.07616,0.0190686,6.27609,0.0952003,6.19661,0.0160721,6.27854
185.436,4.13215,-1.09764,2.7947,4.13647,-1.07906,9.07861,4.18852,-1.02093,9.15809,4.1249,-1.0833,9.07616,0.0190731,6.27609,0.0951905,6.19661,0.0160643,6.27854
185.456,4.13185,-1.09752,2.7946,4.13548,-1.0787,9.07861,4.1875,-1.02065,9.15809,4.12391,-1.08294,9.07616,0.0191662,6.27599,0.0948995,6.19651,0.0166014,6.27844
185.475,4.13151,-1.09739,2.7946,4.13543,-1.07868,9.07861,4.18744,-1.02064,9.15809,4.12385,-1.08292,9.07616,0.0191101,6.27599,0.0949679,6.19651,0.0163684,6.27844
185.477,4.13112,-1.09724,2.7944,4.13537,-1.07866,9.07861,4.18738,-1.02062,9.15809,4.12379,-1.0829,9.07616,0.0190535,6.27579,0.0950542,6.19631,0.0160986,6.27824
185.479,4.13068,-1.09708,2.7941,4.13528,-1.07863,9.07861,4.18729,-1.0206,9.15809,4.1237,-1.08287,9.07616,0.0190172,6.27549,0.09516,6.19601,0.0158297,6.27794
185.497,4.13019,-1.09694,2.7937,4.13438,-1.0783,9.07861,4.18637,-1.02034,9.15809,4.1228,-1.08254,9.07616,0.019096,6.27509,0.0949846,6.19561,0.0161794,6.27754
185.513,4.12968,-1.09679,2.7933,4.13426,-1.07826,9.07861,4.18625,-1.02031,9.15809,4.12269,-1.0825,9.07616,0.0190889,6.27469,0.0951277,6.19521,0.0159139,6.27714
185.517,4.12916,-1.09665,2.793,4.13417,-1.07823,9.07861,4.18616,-1.02029,9.15809,4.1226,-1.08247,9.07616,0.0190882,6.27439,0.0952883,6.19491,0.0156254,6.27684
185.527,4.12809,-1.09632,2.793,4.13377,-1.07808,9.07861,4.18574,-1.02017,9.15809,4.12219,-1.08232,9.07616,0.019097,6.27439,0.0955064,6.19491,0.0151904,6.27684
185.558,4.12709,-1.09593,2.7939,4.13278,-1.07773,9.07861,4.18472,-1.01989,9.15809,4.1212,-1.08196,9.07616,0.0190646,6.27529,0.0954023,6.19581,0.0151562,6.27774
185.568,4.12667,-1.09572,2.7947,4.13272,-1.07771,9.07861,4.18466,-1.01988,9.15809,4.12115,-1.08194,9.07616,0.0190001,6.27609,0.0954719,6.19661,0.0148429,6.27854
185.57,4.12631,-1.09551,2.7957,4.13266,-1.07769,9.07861,4.1846,-1.01986,9.15809,4.12109,-1.08192,9.07616,0.0189237,6.27709,0.0955037,6.19761,0.0145609,6.27954
185.578,4.12603,-1.09532,2.7968,4.13234,-1.07757,9.07861,4.18427,-1.01977,9.15809,4.12077,-1.0818,9.07616,0.0188375,6.27819,0.0953929,6.19871,0.0145027,0.000641376
185.583,4.12579,-1.09515,2.7978,4.13228,-1.07755,9.07861,4.18421,-1.01975,9.15809,4.12071,-1.08178,9.07616,0.0187585,6.27919,0.0953784,6.19971,0.014303,0.00164138
185.599,4.12558,-1.09501,2.7984,4.13144,-1.07724,9.07861,4.18335,-1.01952,9.15809,4.11987,-1.08147,9.07616,0.0187049,6.27979,0.0950542,6.20031,0.0146933,0.00224138
185.614,4.12539,-1.09489,2.7988,4.13138,-1.07722,9.07861,4.18329,-1.0195,9.15809,4.11981,-1.08145,9.07616,0.0186538,0.000191222,0.0950535,6.20071,0.0145494,0.00264138
185.616,4.1252,-1.09479,2.7988,4.13132,-1.0772,9.07861,4.18323,-1.01949,9.15809,4.11975,-1.08143,9.07616,0.0186201,0.000191222,0.0950649,6.20071,0.0144246,0.00264138
185.629,4.12501,-1.09471,2.7988,4.13097,-1.07708,9.07861,4.18287,-1.01939,9.15809,4.1194,-1.08131,9.07616,0.0186144,0.000191222,0.0949801,6.20071,0.0145274,0.00264138
185.65,4.1248,-1.09466,2.7986,4.13013,-1.07677,9.07861,4.182,-1.01915,9.15809,4.11856,-1.081,9.07616,0.018662,6.27999,0.0947276,6.20051,0.0150142,0.00244138
185.659,4.12457,-1.09463,2.7984,4.13004,-1.07674,9.07861,4.18191,-1.01913,9.15809,4.11847,-1.08097,9.07616,0.0187021,6.27979,0.0948033,6.20031,0.0149591,0.00224138
185.662,4.12434,-1.09461,2.7982,4.12998,-1.07672,9.07861,4.18185,-1.01911,9.15809,4.11841,-1.08095,9.07616,0.0187533,6.27959,0.0949026,6.20011,0.0148908,0.00204138
185.664,4.12412,-1.09458,2.798,4.12987,-1.07668,9.07861,4.18173,-1.01908,9.15809,4.1183,-1.0809,9.07616,0.0187974,6.27939,0.094967,6.19991,0.0148614,0.00184138
185.67,4.12392,-1.09452,2.7978,4.12952,-1.07655,9.07861,4.18137,-1.01898,9.15809,4.11795,-1.08078,9.07616,0.0188245,6.27919,0.0949107,6.19971,0.0149867,0.00164138
185.691,4.12372,-1.09445,2.7976,4.12868,-1.07625,9.07861,4.1805,-1.01874,9.15809,4.11711,-1.08047,9.07616,0.0188648,6.27899,0.0946387,6.19951,0.0154623,0.00144138
185.709,4.12352,-1.09435,2.7974,4.12862,-1.07623,9.07861,4.18044,-1.01873,9.15809,4.11705,-1.08045,9.07616,0.0188272,6.27879,0.0946569,6.19931,0.015331,0.00124138
